season,round,driver_ref,constructor_ref,finishing_position,grid_position,status,points,fastest_lap_time,fastest_lap_number
2020,1,bottas,mercedes,1,1,Finished,25.0,1:07.657,68.0
2020,1,leclerc,ferrari,2,7,Finished,18.0,1:07.901,64.0
2020,1,norris,mclaren,3,3,Finished,16.0,1:07.475,71.0
2020,1,hamilton,mercedes,4,5,Finished,12.0,1:07.712,67.0
2020,1,sainz,mclaren,5,8,Finished,10.0,1:07.974,63.0
2020,1,perez,racing_point,6,6,Finished,8.0,1:08.305,63.0
2020,1,gasly,alphatauri,7,12,Finished,6.0,1:09.025,64.0
2020,1,ocon,renault,8,14,Finished,4.0,1:08.932,64.0
2020,1,giovinazzi,alfa,9,18,Finished,2.0,1:08.796,70.0
2020,1,vettel,ferrari,10,11,Finished,1.0,1:08.623,71.0
2020,1,latifi,williams,11,20,Finished,0.0,1:09.662,63.0
2020,1,kvyat,alphatauri,12,13,Suspension,0.0,1:09.135,50.0
2020,1,albon,red_bull,13,4,Electronics,0.0,1:08.432,50.0
2020,1,raikkonen,alfa,14,19,Wheel,0.0,1:09.031,48.0
2020,1,russell,williams,15,17,Fuel pressure,0.0,1:09.317,49.0
2020,1,grosjean,haas,16,15,Brakes,0.0,1:10.228,46.0
2020,1,kevin_magnussen,haas,17,16,Brakes,0.0,1:10.720,23.0
2020,1,stroll,racing_point,18,9,Engine,0.0,1:10.326,4.0
2020,1,ricciardo,renault,19,10,Overheating,0.0,1:10.610,8.0
2020,1,max_verstappen,red_bull,20,2,Electronics,0.0,1:09.351,5.0
2020,2,hamilton,mercedes,1,1,Finished,25.0,1:06.719,68.0
2020,2,bottas,mercedes,2,4,Finished,18.0,1:07.534,62.0
2020,2,max_verstappen,red_bull,3,2,Finished,15.0,1:06.145,70.0
2020,2,albon,red_bull,4,6,Finished,12.0,1:07.299,67.0
2020,2,norris,mclaren,5,9,Finished,10.0,1:07.193,66.0
2020,2,perez,racing_point,6,17,Finished,8.0,1:07.188,68.0
2020,2,stroll,racing_point,7,12,Finished,6.0,1:07.833,65.0
2020,2,ricciardo,renault,8,8,Finished,4.0,1:07.832,65.0
2020,2,sainz,mclaren,9,3,+1 Lap,3.0,1:05.619,68.0
2020,2,kvyat,alphatauri,10,13,+1 Lap,1.0,1:08.378,60.0
2020,2,raikkonen,alfa,11,16,+1 Lap,0.0,1:08.382,57.0
2020,2,kevin_magnussen,haas,12,15,+1 Lap,0.0,1:08.009,69.0
2020,2,grosjean,haas,13,0,+1 Lap,0.0,1:08.047,69.0
2020,2,giovinazzi,alfa,14,19,+1 Lap,0.0,1:08.512,54.0
2020,2,gasly,alphatauri,15,7,+1 Lap,0.0,1:07.827,69.0
2020,2,russell,williams,16,11,+2 Laps,0.0,1:08.601,36.0
2020,2,latifi,williams,17,18,+2 Laps,0.0,1:08.806,68.0
2020,2,ocon,renault,18,5,Overheating,0.0,1:09.321,22.0
2020,2,leclerc,ferrari,19,14,Collision damage,0.0,1:35.379,3.0
2020,2,vettel,ferrari,20,10,Collision damage,0.0,,
2020,3,hamilton,mercedes,1,1,Finished,26.0,1:16.627,70.0
2020,3,max_verstappen,red_bull,2,7,Finished,18.0,1:19.184,60.0
2020,3,bottas,mercedes,3,2,Finished,15.0,1:17.665,66.0
2020,3,stroll,racing_point,4,3,Finished,12.0,1:18.973,68.0
2020,3,albon,red_bull,5,13,Finished,10.0,1:19.440,68.0
2020,3,vettel,ferrari,6,5,+1 Lap,8.0,1:20.363,49.0
2020,3,perez,racing_point,7,4,+1 Lap,6.0,1:20.090,39.0
2020,3,ricciardo,renault,8,11,+1 Lap,4.0,1:19.532,46.0
2020,3,sainz,mclaren,9,9,+1 Lap,2.0,1:20.477,68.0
2020,3,kevin_magnussen,haas,10,0,+1 Lap,1.0,1:19.457,67.0
2020,3,leclerc,ferrari,11,6,+1 Lap,0.0,1:20.821,64.0
2020,3,kvyat,alphatauri,12,17,+1 Lap,0.0,1:20.946,51.0
2020,3,norris,mclaren,13,8,+1 Lap,0.0,1:19.945,42.0
2020,3,ocon,renault,14,14,+1 Lap,0.0,1:20.261,40.0
2020,3,raikkonen,alfa,15,20,+1 Lap,0.0,1:20.889,67.0
2020,3,grosjean,haas,16,0,+1 Lap,0.0,1:20.232,61.0
2020,3,giovinazzi,alfa,17,19,+1 Lap,0.0,1:20.096,44.0
2020,3,russell,williams,18,12,+1 Lap,0.0,1:19.984,67.0
2020,3,latifi,williams,19,15,+5 Laps,0.0,1:21.198,64.0
2020,3,gasly,alphatauri,20,10,Engine,0.0,1:23.939,10.0
2020,4,hamilton,mercedes,1,1,Finished,25.0,1:29.238,45.0
2020,4,max_verstappen,red_bull,2,3,Finished,19.0,1:27.097,52.0
2020,4,leclerc,ferrari,3,4,Finished,15.0,1:29.813,49.0
2020,4,ricciardo,renault,4,8,Finished,12.0,1:29.482,49.0
2020,4,norris,mclaren,5,5,Finished,10.0,1:30.058,41.0
2020,4,ocon,renault,6,9,Finished,8.0,1:29.491,50.0
2020,4,gasly,alphatauri,7,11,Finished,6.0,1:29.603,52.0
2020,4,albon,red_bull,8,12,Finished,4.0,1:28.689,52.0
2020,4,stroll,racing_point,9,6,Finished,2.0,1:30.475,44.0
2020,4,vettel,ferrari,10,10,Finished,1.0,1:30.537,44.0
2020,4,bottas,mercedes,11,2,Finished,0.0,1:29.265,41.0
2020,4,russell,williams,12,20,Finished,0.0,1:30.862,41.0
2020,4,sainz,mclaren,13,7,Finished,0.0,1:29.948,47.0
2020,4,giovinazzi,alfa,14,15,Finished,0.0,1:30.977,49.0
2020,4,latifi,williams,15,18,Finished,0.0,1:30.501,44.0
2020,4,grosjean,haas,16,17,Finished,0.0,1:29.782,49.0
2020,4,raikkonen,alfa,17,16,+1 Lap,0.0,1:29.973,49.0
2020,4,kvyat,alphatauri,18,19,Accident,0.0,1:32.443,11.0
2020,4,kevin_magnussen,haas,19,14,Collision,0.0,,
2020,4,hulkenberg,racing_point,20,13,Power Unit,0.0,,
2020,5,max_verstappen,red_bull,1,4,Finished,25.0,1:29.465,46.0
2020,5,hamilton,mercedes,2,2,Finished,19.0,1:28.451,43.0
2020,5,bottas,mercedes,3,1,Finished,15.0,1:29.765,44.0
2020,5,leclerc,ferrari,4,8,Finished,12.0,1:30.552,39.0
2020,5,albon,red_bull,5,9,Finished,10.0,1:29.477,46.0
2020,5,stroll,racing_point,6,6,Finished,8.0,1:30.877,45.0
2020,5,hulkenberg,racing_point,7,3,Finished,6.0,1:30.087,52.0
2020,5,ocon,renault,8,14,Finished,4.0,1:30.575,50.0
2020,5,norris,mclaren,9,10,Finished,2.0,1:30.698,49.0
2020,5,kvyat,alphatauri,10,16,Finished,1.0,1:30.738,52.0
2020,5,gasly,alphatauri,11,7,Finished,0.0,1:30.092,52.0
2020,5,vettel,ferrari,12,11,Finished,0.0,1:30.785,49.0
2020,5,sainz,mclaren,13,12,Finished,0.0,1:30.556,49.0
2020,5,ricciardo,renault,14,5,+1 Lap,0.0,1:31.168,39.0
2020,5,raikkonen,alfa,15,20,+1 Lap,0.0,1:31.756,30.0
2020,5,grosjean,haas,16,13,+1 Lap,0.0,1:30.793,51.0
2020,5,giovinazzi,alfa,17,19,+1 Lap,0.0,1:31.826,37.0
2020,5,russell,williams,18,15,+1 Lap,0.0,1:31.408,50.0
2020,5,latifi,williams,19,18,+1 Lap,0.0,1:29.950,48.0
2020,5,kevin_magnussen,haas,20,17,Retired,0.0,1:31.830,39.0
2020,6,hamilton,mercedes,1,1,Finished,25.0,1:19.822,63.0
2020,6,max_verstappen,red_bull,2,3,Finished,18.0,1:21.477,53.0
2020,6,bottas,mercedes,3,2,Finished,16.0,1:18.183,66.0
2020,6,stroll,racing_point,4,5,+1 Lap,12.0,1:22.024,56.0
2020,6,perez,racing_point,5,4,+1 Lap,10.0,1:22.515,58.0
2020,6,sainz,mclaren,6,7,+1 Lap,8.0,1:21.771,59.0
2020,6,vettel,ferrari,7,11,+1 Lap,6.0,1:22.707,48.0
2020,6,albon,red_bull,8,6,+1 Lap,4.0,1:22.194,41.0
2020,6,gasly,alphatauri,9,10,+1 Lap,2.0,1:22.543,44.0
2020,6,norris,mclaren,10,8,+1 Lap,1.0,1:22.392,56.0
2020,6,ricciardo,renault,11,13,+1 Lap,0.0,1:22.464,51.0
2020,6,kvyat,alphatauri,12,12,+1 Lap,0.0,1:22.336,47.0
2020,6,ocon,renault,13,15,+1 Lap,0.0,1:22.174,65.0
2020,6,raikkonen,alfa,14,14,+1 Lap,0.0,1:21.888,47.0
2020,6,kevin_magnussen,haas,15,16,+1 Lap,0.0,1:23.474,64.0
2020,6,giovinazzi,alfa,16,20,+1 Lap,0.0,1:21.801,47.0
2020,6,russell,williams,17,18,+1 Lap,0.0,1:22.503,37.0
2020,6,latifi,williams,18,19,+2 Laps,0.0,1:22.030,60.0
2020,6,grosjean,haas,19,17,+2 Laps,0.0,1:20.409,64.0
2020,6,leclerc,ferrari,20,9,Electronics,0.0,1:23.968,35.0
2020,7,hamilton,mercedes,1,1,Finished,25.0,1:47.758,28.0
2020,7,bottas,mercedes,2,2,Finished,18.0,1:47.983,27.0
2020,7,max_verstappen,red_bull,3,3,Finished,15.0,1:48.305,27.0
2020,7,ricciardo,renault,4,4,Finished,13.0,1:47.483,44.0
2020,7,ocon,renault,5,6,Finished,10.0,1:48.540,44.0
2020,7,albon,red_bull,6,5,Finished,8.0,1:48.736,27.0
2020,7,norris,mclaren,7,10,Finished,6.0,1:48.552,39.0
2020,7,gasly,alphatauri,8,12,Finished,4.0,1:47.839,29.0
2020,7,stroll,racing_point,9,9,Finished,2.0,1:49.136,34.0
2020,7,perez,racing_point,10,8,Finished,1.0,1:48.389,20.0
2020,7,kvyat,alphatauri,11,11,Finished,0.0,1:49.832,28.0
2020,7,raikkonen,alfa,12,16,Finished,0.0,1:49.822,28.0
2020,7,vettel,ferrari,13,14,Finished,0.0,1:49.958,31.0
2020,7,leclerc,ferrari,14,13,Finished,0.0,1:47.840,26.0
2020,7,grosjean,haas,15,17,Finished,0.0,1:50.018,28.0
2020,7,latifi,williams,16,19,Finished,0.0,1:48.048,32.0
2020,7,kevin_magnussen,haas,17,20,Finished,0.0,1:48.083,37.0
2020,7,giovinazzi,alfa,18,18,Accident,0.0,1:51.793,9.0
2020,7,russell,williams,19,15,Debris,0.0,1:51.754,5.0
2020,7,sainz,mclaren,20,7,Exhaust,0.0,,
2020,8,gasly,alphatauri,1,10,Finished,25.0,1:24.037,34.0
2020,8,sainz,mclaren,2,3,Finished,18.0,1:23.882,40.0
2020,8,stroll,racing_point,3,8,Finished,15.0,1:23.897,42.0
2020,8,norris,mclaren,4,6,Finished,12.0,1:24.232,50.0
2020,8,bottas,mercedes,5,2,Finished,10.0,1:23.961,51.0
2020,8,ricciardo,renault,6,7,Finished,8.0,1:23.898,38.0
2020,8,hamilton,mercedes,7,1,Finished,7.0,1:22.746,34.0
2020,8,ocon,renault,8,12,Finished,4.0,1:24.490,52.0
2020,8,kvyat,alphatauri,9,11,Finished,2.0,1:24.479,44.0
2020,8,perez,racing_point,10,4,Finished,1.0,1:24.336,50.0
2020,8,latifi,williams,11,20,Finished,0.0,1:24.999,39.0
2020,8,grosjean,haas,12,16,Finished,0.0,1:24.785,48.0
2020,8,raikkonen,alfa,13,14,Finished,0.0,1:24.835,29.0
2020,8,russell,williams,14,19,Finished,0.0,1:24.421,39.0
2020,8,albon,red_bull,15,9,Finished,0.0,1:24.926,48.0
2020,8,giovinazzi,alfa,16,18,Finished,0.0,1:24.856,43.0
2020,8,max_verstappen,red_bull,17,5,Power Unit,0.0,1:25.539,10.0
2020,8,leclerc,ferrari,18,13,Accident,0.0,1:26.026,19.0
2020,8,kevin_magnussen,haas,19,15,Power Unit,0.0,1:25.787,10.0
2020,8,vettel,ferrari,20,17,Brakes,0.0,1:27.107,4.0
2020,9,hamilton,mercedes,1,1,Finished,26.0,1:18.833,58.0
2020,9,bottas,mercedes,2,2,Finished,18.0,1:19.432,53.0
2020,9,albon,red_bull,3,4,Finished,15.0,1:20.039,51.0
2020,9,ricciardo,renault,4,8,Finished,12.0,1:20.426,57.0
2020,9,perez,racing_point,5,7,Finished,10.0,1:20.632,59.0
2020,9,norris,mclaren,6,11,Finished,8.0,1:21.198,59.0
2020,9,kvyat,alphatauri,7,12,Finished,6.0,1:21.458,51.0
2020,9,leclerc,ferrari,8,5,Finished,4.0,1:21.229,50.0
2020,9,raikkonen,alfa,9,13,Finished,2.0,1:21.164,59.0
2020,9,vettel,ferrari,10,14,Finished,1.0,1:21.202,59.0
2020,9,russell,williams,11,18,Finished,0.0,1:21.645,58.0
2020,9,grosjean,haas,12,15,Finished,0.0,1:22.263,59.0
2020,9,stroll,racing_point,13,6,Puncture,0.0,1:22.068,42.0
2020,9,ocon,renault,14,10,Brakes,0.0,2:11.793,6.0
2020,9,latifi,williams,15,19,Collision,0.0,2:11.365,6.0
2020,9,kevin_magnussen,haas,16,20,Collision,0.0,2:13.812,4.0
2020,9,giovinazzi,alfa,17,17,Collision,0.0,2:13.809,4.0
2020,9,sainz,mclaren,18,9,Collision,0.0,2:14.103,5.0
2020,9,max_verstappen,red_bull,19,3,Collision,0.0,,
2020,9,gasly,alphatauri,20,16,Collision,0.0,,
2020,10,bottas,mercedes,1,3,Finished,26.0,1:37.030,51.0
2020,10,max_verstappen,red_bull,2,2,Finished,18.0,1:37.332,53.0
2020,10,hamilton,mercedes,3,1,Finished,15.0,1:38.075,48.0
2020,10,perez,racing_point,4,4,Finished,12.0,1:38.141,52.0
2020,10,ricciardo,renault,5,5,Finished,10.0,1:37.886,53.0
2020,10,leclerc,ferrari,6,10,Finished,8.0,1:39.053,47.0
2020,10,ocon,renault,7,7,Finished,6.0,1:39.216,48.0
2020,10,kvyat,alphatauri,8,11,Finished,4.0,1:39.133,48.0
2020,10,gasly,alphatauri,9,9,Finished,2.0,1:37.231,50.0
2020,10,albon,red_bull,10,15,Finished,1.0,1:38.377,51.0
2020,10,giovinazzi,alfa,11,17,+1 Lap,0.0,1:39.766,44.0
2020,10,kevin_magnussen,haas,12,18,+1 Lap,0.0,1:40.380,52.0
2020,10,vettel,ferrari,13,14,+1 Lap,0.0,1:39.588,46.0
2020,10,raikkonen,alfa,14,19,+1 Lap,0.0,1:38.858,37.0
2020,10,norris,mclaren,15,8,+1 Lap,0.0,1:37.377,50.0
2020,10,latifi,williams,16,20,+1 Lap,0.0,1:41.044,47.0
2020,10,grosjean,haas,17,16,+1 Lap,0.0,1:39.614,44.0
2020,10,russell,williams,18,13,+1 Lap,0.0,1:37.352,52.0
2020,10,sainz,mclaren,19,6,Accident,0.0,,
2020,10,stroll,racing_point,20,12,Collision,0.0,,
2020,11,hamilton,mercedes,1,2,Finished,25.0,1:28.145,58.0
2020,11,max_verstappen,red_bull,2,3,Finished,19.0,1:28.139,60.0
2020,11,ricciardo,renault,3,6,Finished,15.0,1:29.584,53.0
2020,11,perez,racing_point,4,9,Finished,12.0,1:29.700,58.0
2020,11,sainz,mclaren,5,10,Finished,10.0,1:30.129,53.0
2020,11,gasly,alphatauri,6,12,Finished,8.0,1:30.110,53.0
2020,11,leclerc,ferrari,7,4,Finished,6.0,1:30.712,54.0
2020,11,hulkenberg,racing_point,8,20,Finished,4.0,1:30.733,58.0
2020,11,grosjean,haas,9,16,Finished,2.0,1:31.562,54.0
2020,11,giovinazzi,alfa,10,14,Finished,1.0,1:30.909,38.0
2020,11,vettel,ferrari,11,11,Finished,0.0,1:30.408,43.0
2020,11,raikkonen,alfa,12,19,Finished,0.0,1:30.512,54.0
2020,11,kevin_magnussen,haas,13,15,Finished,0.0,1:30.456,37.0
2020,11,latifi,williams,14,18,Finished,0.0,1:31.377,39.0
2020,11,kvyat,alphatauri,15,13,Finished,0.0,1:32.214,41.0
2020,11,norris,mclaren,16,8,Power Unit,0.0,1:32.328,40.0
2020,11,albon,red_bull,17,5,Radiator,0.0,1:32.330,9.0
2020,11,ocon,renault,18,7,Gearbox,0.0,1:33.189,21.0
2020,11,bottas,mercedes,19,1,Power Unit,0.0,1:31.884,8.0
2020,11,russell,williams,20,17,Collision,0.0,1:34.526,6.0
2020,12,hamilton,mercedes,1,1,Finished,26.0,1:18.750,63.0
2020,12,bottas,mercedes,2,2,Finished,18.0,1:19.345,66.0
2020,12,max_verstappen,red_bull,3,3,Finished,15.0,1:19.854,62.0
2020,12,leclerc,ferrari,4,4,Finished,12.0,1:20.408,66.0
2020,12,gasly,alphatauri,5,9,+1 Lap,10.0,1:20.551,65.0
2020,12,sainz,mclaren,6,7,+1 Lap,8.0,1:20.268,65.0
2020,12,perez,racing_point,7,5,+1 Lap,6.0,1:20.802,49.0
2020,12,ocon,renault,8,11,+1 Lap,4.0,1:20.859,61.0
2020,12,ricciardo,renault,9,10,+1 Lap,2.0,1:20.906,61.0
2020,12,vettel,ferrari,10,15,+1 Lap,1.0,1:20.731,62.0
2020,12,raikkonen,alfa,11,16,+1 Lap,0.0,1:21.058,60.0
2020,12,albon,red_bull,12,6,+1 Lap,0.0,1:19.890,61.0
2020,12,norris,mclaren,13,8,+1 Lap,0.0,1:19.360,65.0
2020,12,russell,williams,14,14,+1 Lap,0.0,1:20.882,62.0
2020,12,giovinazzi,alfa,15,17,+1 Lap,0.0,1:21.893,46.0
2020,12,kevin_magnussen,haas,16,19,+1 Lap,0.0,1:21.460,63.0
2020,12,grosjean,haas,17,18,+1 Lap,0.0,1:21.664,59.0
2020,12,latifi,williams,18,20,+2 Laps,0.0,1:21.859,53.0
2020,12,kvyat,alphatauri,19,13,+2 Laps,0.0,1:20.449,59.0
2020,12,stroll,racing_point,20,12,Collision damage,0.0,1:21.694,45.0
2020,13,hamilton,mercedes,1,2,Finished,26.0,1:15.484,63.0
2020,13,bottas,mercedes,2,1,Finished,18.0,1:15.902,63.0
2020,13,ricciardo,renault,3,5,Finished,15.0,1:17.552,62.0
2020,13,kvyat,alphatauri,4,8,Finished,12.0,1:17.666,62.0
2020,13,leclerc,ferrari,5,7,Finished,10.0,1:18.173,62.0
2020,13,perez,racing_point,6,11,Finished,8.0,1:18.084,49.0
2020,13,sainz,mclaren,7,10,Finished,6.0,1:18.118,62.0
2020,13,norris,mclaren,8,9,Finished,4.0,1:18.069,63.0
2020,13,raikkonen,alfa,9,18,Finished,2.0,1:18.088,63.0
2020,13,giovinazzi,alfa,10,20,Finished,1.0,1:18.794,61.0
2020,13,latifi,williams,11,19,Finished,0.0,1:18.719,37.0
2020,13,vettel,ferrari,12,14,Finished,0.0,1:17.767,44.0
2020,13,stroll,racing_point,13,15,Finished,0.0,1:18.360,46.0
2020,13,grosjean,haas,14,16,Finished,0.0,1:18.822,45.0
2020,13,albon,red_bull,15,6,Finished,0.0,1:16.177,63.0
2020,13,russell,williams,16,13,Accident,0.0,1:18.811,43.0
2020,13,max_verstappen,red_bull,17,3,Puncture,0.0,1:17.637,44.0
2020,13,kevin_magnussen,haas,18,17,Illness,0.0,1:19.273,45.0
2020,13,ocon,renault,19,12,Gearbox,0.0,1:19.606,22.0
2020,13,gasly,alphatauri,20,4,Water pressure,0.0,1:20.403,5.0
2020,14,hamilton,mercedes,1,6,Finished,25.0,1:39.413,56.0
2020,14,perez,racing_point,2,3,Finished,18.0,1:40.392,50.0
2020,14,vettel,ferrari,3,11,Finished,15.0,1:39.662,53.0
2020,14,leclerc,ferrari,4,12,Finished,12.0,1:39.961,47.0
2020,14,sainz,mclaren,5,15,Finished,10.0,1:38.754,56.0
2020,14,max_verstappen,red_bull,6,2,Finished,8.0,1:38.431,53.0
2020,14,albon,red_bull,7,4,Finished,6.0,1:39.099,54.0
2020,14,norris,mclaren,8,14,Finished,5.0,1:36.806,58.0
2020,14,stroll,racing_point,9,1,Finished,2.0,1:39.921,55.0
2020,14,ricciardo,renault,10,5,Finished,1.0,1:40.677,54.0
2020,14,ocon,renault,11,7,+1 Lap,0.0,1:41.006,55.0
2020,14,kvyat,alphatauri,12,16,+1 Lap,0.0,1:41.019,53.0
2020,14,gasly,alphatauri,13,19,+1 Lap,0.0,1:39.586,53.0
2020,14,bottas,mercedes,14,9,+1 Lap,0.0,1:38.193,57.0
2020,14,raikkonen,alfa,15,8,+1 Lap,0.0,1:39.743,57.0
2020,14,russell,williams,16,0,+1 Lap,0.0,1:40.814,51.0
2020,14,kevin_magnussen,haas,17,13,Withdrew,0.0,1:40.948,45.0
2020,14,grosjean,haas,18,17,Collision damage,0.0,1:43.281,38.0
2020,14,latifi,williams,19,0,Collision damage,0.0,1:43.495,32.0
2020,14,giovinazzi,alfa,20,10,Gearbox,0.0,1:51.122,11.0
2020,15,hamilton,mercedes,1,1,Finished,25.0,1:32.864,38.0
2020,15,max_verstappen,red_bull,2,3,Finished,19.0,1:32.014,48.0
2020,15,albon,red_bull,3,4,Finished,15.0,1:33.684,41.0
2020,15,norris,mclaren,4,9,Finished,12.0,1:33.588,53.0
2020,15,sainz,mclaren,5,15,Finished,10.0,1:33.411,46.0
2020,15,gasly,alphatauri,6,8,Finished,8.0,1:34.817,48.0
2020,15,ricciardo,renault,7,6,Finished,6.0,1:32.827,38.0
2020,15,bottas,mercedes,8,2,Finished,4.0,1:33.352,28.0
2020,15,ocon,renault,9,7,Finished,2.0,1:34.354,37.0
2020,15,leclerc,ferrari,10,12,+1 Lap,1.0,1:33.625,44.0
2020,15,kvyat,alphatauri,11,10,+1 Lap,0.0,1:34.141,35.0
2020,15,russell,williams,12,14,+1 Lap,0.0,1:35.042,47.0
2020,15,vettel,ferrari,13,11,+1 Lap,0.0,1:33.861,41.0
2020,15,latifi,williams,14,20,+1 Lap,0.0,1:34.591,39.0
2020,15,raikkonen,alfa,15,17,+1 Lap,0.0,1:33.573,43.0
2020,15,giovinazzi,alfa,16,16,+1 Lap,0.0,1:34.536,22.0
2020,15,kevin_magnussen,haas,17,18,+1 Lap,0.0,1:35.241,29.0
2020,15,perez,racing_point,18,5,Engine,0.0,1:33.629,40.0
2020,15,stroll,racing_point,19,13,Collision,0.0,,
2020,15,grosjean,haas,20,19,Collision,0.0,,
2020,16,perez,racing_point,1,5,Finished,25.0,56.789,69.0
2020,16,ocon,renault,2,11,Finished,18.0,57.350,75.0
2020,16,stroll,racing_point,3,10,Finished,15.0,57.388,85.0
2020,16,sainz,mclaren,4,8,Finished,12.0,57.165,80.0
2020,16,ricciardo,renault,5,7,Finished,10.0,56.979,57.0
2020,16,albon,red_bull,6,12,Finished,8.0,57.056,52.0
2020,16,kvyat,alphatauri,7,6,Finished,6.0,57.001,80.0
2020,16,bottas,mercedes,8,1,Finished,4.0,56.563,60.0
2020,16,russell,mercedes,9,2,Finished,3.0,55.404,80.0
2020,16,norris,mclaren,10,19,Finished,1.0,57.270,85.0
2020,16,gasly,alphatauri,11,9,Finished,0.0,57.220,53.0
2020,16,vettel,ferrari,12,13,Finished,0.0,56.905,56.0
2020,16,giovinazzi,alfa,13,14,Finished,0.0,56.887,56.0
2020,16,raikkonen,alfa,14,18,Finished,0.0,57.375,56.0
2020,16,kevin_magnussen,haas,15,15,Finished,0.0,57.516,57.0
2020,16,aitken,williams,16,17,Finished,0.0,57.392,56.0
2020,16,pietro_fittipaldi,haas,17,20,Finished,0.0,57.742,56.0
2020,16,latifi,williams,18,16,Engine,0.0,58.206,29.0
2020,16,max_verstappen,red_bull,19,3,Accident,0.0,,
2020,16,leclerc,ferrari,20,4,Collision,0.0,,
2020,17,max_verstappen,red_bull,1,1,Finished,25.0,1:40.958,14.0
2020,17,bottas,mercedes,2,2,Finished,18.0,1:41.131,40.0
2020,17,hamilton,mercedes,3,3,Finished,15.0,1:41.420,37.0
2020,17,albon,red_bull,4,5,Finished,12.0,1:41.227,42.0
2020,17,norris,mclaren,5,4,Finished,10.0,1:41.964,53.0
2020,17,sainz,mclaren,6,6,Finished,8.0,1:41.947,48.0
2020,17,ricciardo,renault,7,11,Finished,7.0,1:40.926,55.0
2020,17,gasly,alphatauri,8,9,Finished,4.0,1:42.474,53.0
2020,17,ocon,renault,9,10,Finished,2.0,1:42.894,47.0
2020,17,stroll,racing_point,10,8,Finished,1.0,1:41.866,41.0
2020,17,kvyat,alphatauri,11,7,+1 Lap,0.0,1:42.704,47.0
2020,17,raikkonen,alfa,12,15,+1 Lap,0.0,1:42.148,53.0
2020,17,leclerc,ferrari,13,12,+1 Lap,0.0,1:41.908,24.0
2020,17,vettel,ferrari,14,13,+1 Lap,0.0,1:41.475,37.0
2020,17,russell,williams,15,16,+1 Lap,0.0,1:43.328,54.0
2020,17,giovinazzi,alfa,16,14,+1 Lap,0.0,1:41.675,29.0
2020,17,latifi,williams,17,18,+1 Lap,0.0,1:42.497,49.0
2020,17,kevin_magnussen,haas,18,20,+1 Lap,0.0,1:41.999,50.0
2020,17,pietro_fittipaldi,haas,19,17,+2 Laps,0.0,1:41.707,50.0
2020,17,perez,racing_point,20,19,Transmission,0.0,1:43.263,6.0
2021,1,hamilton,mercedes,1,2,Finished,25.0,1:34.015,44.0
2021,1,max_verstappen,red_bull,2,1,Finished,18.0,1:33.228,41.0
2021,1,bottas,mercedes,3,3,Finished,16.0,1:32.090,56.0
2021,1,norris,mclaren,4,7,Finished,12.0,1:34.396,38.0
2021,1,perez,red_bull,5,0,Finished,10.0,1:33.970,44.0
2021,1,leclerc,ferrari,6,4,Finished,8.0,1:34.988,39.0
2021,1,ricciardo,mclaren,7,6,Finished,6.0,1:34.932,36.0
2021,1,sainz,ferrari,8,8,Finished,4.0,1:34.509,48.0
2021,1,tsunoda,alphatauri,9,13,Finished,2.0,1:34.761,38.0
2021,1,stroll,aston_martin,10,10,Finished,1.0,1:34.865,31.0
2021,1,raikkonen,alfa,11,14,Finished,0.0,1:35.192,45.0
2021,1,giovinazzi,alfa,12,12,+1 Lap,0.0,1:35.122,32.0
2021,1,ocon,alpine,13,16,+1 Lap,0.0,1:35.250,33.0
2021,1,russell,williams,14,15,+1 Lap,0.0,1:35.036,40.0
2021,1,vettel,aston_martin,15,20,+1 Lap,0.0,1:35.566,26.0
2021,1,mick_schumacher,haas,16,18,+1 Lap,0.0,1:36.134,38.0
2021,1,gasly,alphatauri,17,5,Retired,0.0,1:34.090,48.0
2021,1,latifi,williams,18,17,Retired,0.0,1:36.602,16.0
2021,1,alonso,alpine,19,9,Brakes,0.0,1:36.063,31.0
2021,1,mazepin,haas,20,19,Accident,0.0,,
2021,2,max_verstappen,red_bull,1,3,Finished,25.0,1:17.524,60.0
2021,2,hamilton,mercedes,2,1,Finished,19.0,1:16.702,60.0
2021,2,norris,mclaren,3,7,Finished,15.0,1:18.259,63.0
2021,2,leclerc,ferrari,4,4,Finished,12.0,1:18.379,60.0
2021,2,sainz,ferrari,5,11,Finished,10.0,1:18.490,60.0
2021,2,ricciardo,mclaren,6,6,Finished,8.0,1:19.341,54.0
2021,2,gasly,alphatauri,7,5,Finished,6.0,1:18.994,52.0
2021,2,stroll,aston_martin,8,10,Finished,4.0,1:18.782,59.0
2021,2,ocon,alpine,9,9,Finished,2.0,1:19.422,62.0
2021,2,alonso,alpine,10,15,Finished,1.0,1:19.417,62.0
2021,2,perez,red_bull,11,2,Finished,0.0,1:19.396,62.0
2021,2,tsunoda,alphatauri,12,20,Finished,0.0,1:18.334,49.0
2021,2,raikkonen,alfa,13,16,Finished,0.0,1:18.353,62.0
2021,2,giovinazzi,alfa,14,17,+1 Lap,0.0,1:19.470,57.0
2021,2,vettel,aston_martin,15,0,Gearbox,0.0,1:19.074,59.0
2021,2,mick_schumacher,haas,16,18,+2 Laps,0.0,1:19.193,58.0
2021,2,mazepin,haas,17,19,+2 Laps,0.0,1:20.402,55.0
2021,2,bottas,mercedes,18,8,Collision,0.0,1:28.485,30.0
2021,2,russell,williams,19,12,Collision,0.0,1:26.543,28.0
